ID,V_Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,Label
254359,156699,-0.935007924,0.820946203,1.067776844,0.28861189,1.35083637,-0.104074803,1.021084157,-0.009888962,-1.356626081,-0.384818577,0.972108959,0.822832913,0.749589853,0.466788466,-0.129585785,-0.166239362,-0.681650654,0.549770387,0.097719774,0.201115713,0.365994036,0.915677522,-0.501440385,0.754769894,1.084111942,-0.259672159,0.026528315,0.051354704,0.042880681,0.771582637,0
244959,152554,2.039188329,-0.264982314,-1.235053333,0.239175323,-0.125661077,-0.756201782,-0.068806485,-0.041700883,0.659533135,0.309475868,0.269880675,-0.220871153,-2.283650986,0.902058195,-0.386135726,0.291730074,-0.52289675,0.012504597,0.561623398,-0.367217235,-0.2951606,-0.830929397,0.313941949,-0.392226585,-0.352006437,0.209928026,-0.079691957,-0.055856226,0.002934404,-1.225918062,0
79483,58048,-0.377984379,0.917614137,1.714673027,0.583274963,0.88779769,0.045338386,1.216416476,-0.684745512,0.012232744,0.746790473,-0.125523418,0.051139163,0.759784226,-0.562059597,1.470031207,-0.639260644,-0.453097533,-0.608514727,0.276874493,0.35038468,-0.255317982,-0.123675664,-0.076580103,-0.30515368,-0.614374927,-0.675005698,-0.320965605,-0.407507929,0.013760657,-3.124637662,0
164477,116748,1.98565963,-0.752666528,-1.669257868,-0.634638332,1.679646719,3.937191679,-1.309167616,1.055526416,1.108597425,0.03254155,-0.206918895,0.384161129,-0.016960623,-0.066025924,0.770322361,0.24365441,-0.562791924,-0.113618339,-0.407113581,-0.127098462,0.153867963,0.561408276,0.196288139,0.75598669,-0.226402342,0.589655196,-0.016130075,-0.049040805,0.006731655,-2.550305844,0
184542,126292,1.930330385,2.563490156,-4.759537319,4.675617245,2.921796222,-1.74010211,1.323941956,-0.361469501,-2.267006733,-1.639049678,2.981132368,-1.001797365,0.133580556,-7.568869147,-0.62564687,3.374962244,5.324756557,3.534649862,-2.341732694,0.00555194,-0.271385736,-0.69871586,-0.192089335,-1.056596713,0.444519735,0.144779266,0.013315106,0.109086356,6.75E-05,0.139250166,0
20877,31332,-1.157088038,0.763136502,1.116365283,1.304133329,-0.071994229,-0.702563944,0.095289925,0.497796974,-1.065061374,0.031344808,1.294317494,0.892736119,0.29344908,0.777427572,0.456801783,-0.098233428,-0.122504631,0.691718169,0.78601386,0.309404869,0.314142091,0.704072387,-0.053226326,0.555743173,-0.147467513,-0.225754354,0.284470147,0.063680674,0.052724502,-5.253158116,0
168248,119139,-1.084698347,0.894193068,-2.568175167,-2.465133969,0.976756997,-1.741973813,1.436459322,-0.619402869,-0.318190221,2.183648613,-1.059002244,-0.779780281,0.106749104,-0.187967275,-1.434920901,0.218310258,-0.054262681,-1.726205749,-0.170901235,0.292021847,0.388950681,2.018201771,0.168371113,0.760967483,-0.637118058,-0.124156498,1.006579429,0.749845758,0.04580746,0.97636257,0
17695,28858,0.471351874,-1.511229957,0.088848439,-1.046971866,-1.459427574,-1.41721168,0.414229067,-0.40269396,1.20300462,-1.282735022,0.378735288,1.115105259,0.665837895,0.253425903,1.842657848,-0.36579738,-0.12474917,-0.292864715,0.494233054,0.791793876,0.068175157,-0.586471666,-0.24563019,0.777021479,0.102429423,-0.347390837,-0.055424451,0.111531434,0.514113288,-1.873226149,0
170305,120120,-5.071930284,-5.140874014,2.552806351,5.764208766,3.57661061,2.122011112,-3.262895437,1.559551827,0.220146049,1.730537646,-0.390476253,0.20436848,-0.447749152,-0.881344894,-0.467325353,-0.766375093,1.048973102,0.068033811,1.07172786,1.223459562,0.268119347,0.672351708,0.759504593,-0.910023468,0.401905995,0.769234487,0.215207037,1.177258591,0.361604848,4.333005463,0
60094,49159,-0.296563268,1.117566103,1.206421094,1.456450099,0.723024089,-0.218165468,0.915891174,0.009356491,-1.170527371,0.120493965,-0.520448657,0.192856134,0.596269588,0.104454072,-0.218301517,0.513319282,-0.693210598,-0.901080036,-1.949679836,-0.188844344,0.039385489,0.067184089,0.260931927,0.045057164,-1.179815682,-0.512745123,0.235046688,0.240046804,0.027358919,-4.623230099,0
92269,63857,0.880269733,-0.590844377,1.105423747,1.832682647,-0.919334972,0.618859117,-0.464622294,0.319537742,1.429725871,-0.437956122,-1.303810899,0.374927413,-1.391957371,-0.496605229,-1.561482151,-1.084681149,0.834343821,-1.214301124,0.143841189,-0.073865524,-0.361001274,-0.862605505,-0.000127321,0.07096812,0.342252868,-0.505168017,0.067495717,0.057120126,0.136840023,-8.14249147,0
196598,131596,0.050772049,1.031152099,-1.008611179,-0.20843532,0.999189369,-0.830551868,1.14191257,-0.168491073,0.38710265,-1.610374318,-0.787482252,-0.724711288,-1.135374082,-2.110495761,-0.461293862,0.18210469,1.511868265,0.748730613,-0.265734434,-0.200693292,-0.125434678,-0.232540905,-0.135332803,0.45432292,-0.045942288,-0.396301797,-0.065675628,0.041811659,0.04865915,2.013696143,0
199168,132841,-0.228649382,-0.574518754,0.07486882,-0.649304834,0.898700155,1.288922605,0.14206917,0.278449523,0.779082774,0.024762863,0.475694541,-0.029641593,-1.17611486,0.13703417,0.50286742,0.01082443,-0.566743078,-0.195729659,-1.218375524,-0.389529685,0.435475823,1.656148821,0.244684551,-1.612471497,-2.446825263,0.087912421,0.228007983,0.04201598,0.153756254,1.122491957,0
23117,32603,-1.190553042,-0.83403011,2.016570933,1.382805639,-0.322053275,1.079811813,0.553210905,0.219249052,-0.13256776,-0.108326001,0.827715804,0.317766755,-0.24976357,-0.172222131,0.589461535,-0.2383694,-0.218344341,0.813497903,0.636965449,0.873799943,0.459530783,0.96456812,0.495704371,-0.336271509,-0.21500968,-0.183018424,-0.068978797,-0.04814004,0.360850372,4.787998212,0
257996,158448,-0.654987025,1.230437445,-0.874739078,-0.465402455,0.772154168,-0.504981874,0.792158975,0.307907791,-0.006969425,-1.499523277,-1.887425568,-0.517716636,-0.152963673,-1.534429711,-0.814743568,0.507501298,0.926435608,0.726732284,0.118746134,0.056405852,0.029333159,0.220988397,-0.263917189,-1.08973449,-0.00591225,0.64452633,0.254097299,0.204684944,0.062720693,-3.451067941,0
30209,35830,0.207367863,1.211979376,0.137739503,0.613115376,1.072424896,-0.585368375,1.43073956,-0.675987767,-0.103083555,0.911012196,-0.960108798,-0.076547138,0.83959189,-0.210531155,0.69791453,-0.545756203,-0.71760637,0.0073692,0.680817745,0.400112978,-0.053932278,0.551410472,-0.170068501,-0.412414855,-0.570979628,-0.386882633,0.228997376,-0.181202806,0.003676688,3.756811394,0
43541,41555,0.896856965,-0.169423813,0.73734633,1.420676476,-0.810325563,-0.855894793,0.147999508,-0.175392767,0.060037853,-0.026074501,-0.061191372,0.425028318,0.260422688,0.233260734,1.06975452,0.280852043,-0.42889573,-0.187198987,-0.628046738,0.17516473,0.034939254,-0.206292463,-0.052014914,0.692786739,0.339624505,-0.491214846,0.013079722,0.053630715,0.18557615,1.857338053,0
2065,1601,1.173605733,-0.029755649,0.747889783,0.813796367,-0.65537351,-0.354860482,-0.234843346,0.03090423,0.290496065,-0.062718827,1.180336783,1.481360349,0.309016572,-0.083777139,-1.141851593,-0.22720728,-0.116361142,-0.189505148,0.405103577,-0.064074704,-0.018232396,0.132407753,-0.07162295,0.605755459,0.483574316,0.370746926,-0.031370167,0.006253633,0.016004402,2.679387172,0
91265,63393,-1.001548146,0.477500034,-0.323218558,0.36421109,2.403490416,3.718609045,-0.291185147,1.391531105,-0.764983965,-0.495784165,-0.772886463,0.000716374,-0.136505156,0.508975618,0.172972885,-0.453747242,0.062424975,0.285904983,1.490960999,0.254610012,0.009314759,-0.263533617,-0.164945433,1.021171481,0.381972667,-0.186470205,0.009607265,-0.027196822,0.05908139,3.389765083,0
250432,154912,-1.029397041,1.812227466,-0.936820038,-1.064203982,1.086923321,-0.361105092,1.055741923,-0.182041824,0.819496227,1.181154856,1.000796371,0.683091758,0.468576179,-1.54690909,-0.873613243,0.415078239,-0.203415732,0.209252992,0.051935905,0.766151322,-0.493977566,-0.8271848,0.064619704,0.181916811,-0.171095238,0.091443201,0.437411099,0.188950112,0.012374148,5.012250529,0
168459,119237,0.916814134,-2.992663647,-1.415395208,-0.640429889,-0.806721945,1.474010028,-0.454647128,0.340638325,-0.069971915,0.417240634,0.843826312,0.296751495,-0.205748232,-0.062016245,-0.262017995,0.510560093,0.771848365,-2.350116448,0.197498113,1.040403429,0.216318038,-0.527558858,-0.090802773,-1.646595192,-0.880879634,-0.532008266,-0.065145556,0.034728905,0.73347156,-1.30277344,0
30237,35839,-0.578928227,-0.214350217,-0.540606694,-3.551060811,1.27191101,3.099837156,-1.076956712,1.314742291,-2.520706578,0.852113272,-0.648542508,-1.153334389,0.403226284,-0.018162979,0.003117634,0.194899984,-0.10418308,0.555036903,-0.493500959,-0.218421008,-0.141505862,-0.288267939,-0.044758014,0.975455626,-0.113992412,-0.390264444,0.260465823,0.132648006,0.012576762,0.74718564,0
98675,66767,0.780552498,-1.136188052,1.53108771,0.577662097,-1.513785903,0.844190571,-1.011942906,0.439075226,1.363349346,-0.459873241,0.990069246,1.669941914,0.061158617,-0.798457166,-1.522177648,-0.417736102,0.410936445,-0.497405393,0.271946927,0.201167843,0.082336884,0.331360281,-0.100811855,0.349742772,0.071198053,1.08612992,-0.004430173,0.051544861,0.198878256,-5.736070974,0
161132,113914,-0.705714596,1.316296986,2.530640018,2.484809406,1.083813974,1.12389748,0.744387964,0.039612624,-1.4610952,0.52243057,-1.556137078,-0.263250519,1.213217418,-0.817705483,-0.944412124,1.083623093,-1.216100586,0.15047776,-1.631481337,0.050351175,0.157207907,0.593714066,-0.565111267,0.498824823,0.722614765,0.130414748,-0.11972551,-0.140593763,-0.001551028,-2.172889062,0
141135,84144,1.05406364,0.059288823,0.481892772,1.524328959,-0.398834138,-0.378483697,0.069180966,0.016010842,0.386786639,-0.119240652,-0.385516331,0.250216176,-0.977530346,0.2652927,-0.024432259,-0.779771843,0.447295472,-0.9717283,-0.504377121,-0.195730676,-0.06361118,-0.056372512,-0.037706877,0.404888798,0.595326781,-0.332391961,0.032814677,0.025833053,0.048638387,-1.314511035,0
256156,157565,-6.486227919,5.796338053,-2.689483497,-2.916237113,1.192613546,0.970238332,1.780346111,-0.761694345,6.928825243,11.1578191,2.388418029,0.111484123,-0.650681289,-3.082254686,1.398529869,-2.36208271,-1.068540842,-1.269514475,-1.574940416,4.570329606,-0.879794095,1.256485586,0.012076938,-0.831804286,0.349931873,-0.307822803,1.732679577,-0.42363914,0.000807319,-2.751199922,0
24930,33450,-0.835188598,0.49317133,1.679297195,-0.042117418,-0.954992144,0.084119363,0.832524865,-0.841001518,-0.454025749,2.353030371,1.273855362,-0.43000317,-0.580269621,-0.581087756,0.664356895,-1.654031123,-0.618555742,2.222791191,-0.34424027,-0.426893686,-0.104363867,0.719872492,-0.085356065,0.494694004,-0.814867178,-0.428720155,-0.852632745,-0.431225926,0.123108296,-3.447261472,0
213702,139366,-1.096971406,-0.072264711,0.293655914,-0.236828689,2.008129941,-1.032057981,0.346901281,0.018459019,-0.130960488,-1.311882266,-1.162763747,-0.351166564,-0.203530971,-1.302878354,-0.676708441,-0.056212898,0.786371841,0.294072293,0.054207868,0.271896379,0.103789926,0.143398128,-0.402308221,0.475535011,1.218184423,0.843575685,-0.170952717,-0.023328273,0.011341831,0.227916742,0
263414,160950,2.007744708,0.073882704,-1.109966514,1.445075409,0.144127872,-0.725455282,0.269409207,-0.31609962,0.539589463,0.160633701,-1.18883847,0.846191981,0.763965656,-0.064862964,-0.823583218,-0.588318107,-0.276221474,-0.36578177,-0.157349362,-0.2026525,0.174094093,0.871432881,-0.100415695,-0.061575115,0.502593282,-0.360438376,0.022475174,-0.044293474,0.016931403,0.402571981,0
78246,57445,1.078635669,-0.171601202,1.190816885,1.184372801,-1.0259824,0.002540474,-0.734971567,0.279929429,0.689854153,0.059406591,0.80159437,0.435931672,-1.137932695,0.182782453,0.036763672,0.468981707,-0.580413438,0.861709171,-0.144058063,-0.16610621,0.175200655,0.553167404,-0.099155749,0.333239586,0.444637326,-0.255825604,0.060896812,0.029464846,0.026425656,-5.003349895,0
200505,133464,-0.294465846,1.122311853,0.393060037,1.24475522,0.516599222,-1.536694482,1.386766731,-0.343851062,-0.662954966,0.026851565,-0.393842553,0.032886849,-0.672059087,0.597931337,-0.394971481,-1.411017213,0.475410368,-0.52626219,0.489285611,0.063244817,0.169937214,0.776395506,-0.121157502,0.952554248,-0.066090379,-0.422741227,0.444056331,0.255406554,0.023986704,-0.619714426,0
207193,136566,1.938825808,-1.355620884,-1.218982471,-0.878133965,-0.803184917,-0.487615338,-0.580919269,-0.089556829,-0.30456122,0.896282761,0.479306425,-0.32730173,-0.701673958,0.149715926,-0.581985645,1.179194337,-0.023520911,-0.848142665,0.971289632,0.160893779,0.278355469,0.541603276,-0.013246828,-0.442488839,-0.110237836,-0.16270599,-0.055624815,-0.05718703,0.171153681,4.759214527,0
160282,113201,0.334979704,1.097145415,-0.980730549,-0.368360025,0.587873243,-0.224975787,-0.232616089,-2.562479651,0.207699768,-0.743161105,-0.500375621,0.494450349,0.417779147,-0.853374613,-0.157106095,0.380957541,0.53808622,-0.463212537,-0.550990128,-0.588707524,1.90717303,-1.852810516,0.308449013,0.49679392,0.620487082,0.244563112,0.073225599,0.111225825,0.001174616,-4.950830848,0
110865,72009,-0.476352021,-0.964287343,2.524559051,-1.704000637,-1.978838997,1.018878701,-0.944345923,0.040654866,-0.778450129,1.305933663,-0.01879365,-0.250694536,0.152545236,-1.82869951,-2.328144519,-0.818844385,0.662512449,0.712895294,0.820429327,-0.376828912,-0.171122806,0.434988843,-0.150434473,0.045931398,-0.101837248,-0.130054197,-0.345154202,-0.243794639,0.094585015,0.597217005,0
92585,64004,1.187234372,0.445328276,-0.543043165,0.775122856,0.085114762,-0.823826766,0.112927308,0.063794281,-0.167804828,-0.535899074,1.993305807,-0.26881117,-2.053903917,-0.709782445,0.699256937,0.493685784,1.234128537,0.47383381,-0.497067082,-0.205824485,-0.081755645,-0.270915129,-0.017734728,0.07015499,0.362914916,0.383022334,-0.017903426,0.032699952,0.001657243,0.149773201,0
196720,131666,0.197480899,0.362139545,0.776077728,-0.967524426,0.039035222,-0.246240683,0.192715346,0.111992463,0.703615249,-0.818190984,-1.209743077,-0.380877058,-0.640524147,0.006444031,0.704035263,0.529077665,-0.794017112,0.160473855,-0.201585827,-0.192540261,-0.107936615,-0.333238441,0.142318912,0.514846045,-0.723942913,-0.355720935,0.036051709,0.024591558,0.008404594,-2.933068695,0
109576,71447,-0.728994434,0.661014442,1.569578067,-0.791034891,0.855582642,-0.256974742,0.831029194,-0.139949675,-0.472475822,-0.252279209,0.536219351,0.249857459,-0.06810198,0.036498752,-0.173579973,0.811510092,-1.302484596,0.317262238,-0.048621447,-0.029574493,-0.207280351,-0.614260817,-0.16122098,-0.526896489,-0.06715638,-0.067052578,-0.270247011,-0.116329027,0.002851915,-4.490092168,0
280382,169500,2.032464087,-0.614087623,-2.125803803,-0.403378161,0.258449845,-0.70279316,0.32727825,-0.379558532,-1.080814308,0.90583591,0.808570474,1.165782757,0.812875276,0.550606882,-1.063151326,-2.266925029,-0.090053738,1.129603601,-0.420345599,-0.433665577,-0.116553557,0.171675398,-0.020664014,0.726917823,0.417693449,-0.135764697,-0.017268033,-0.055136582,0.097427073,-0.423706272,0
97398,66207,-0.470957981,0.322412542,1.211084135,-2.140925157,0.5319715,-0.974453763,0.921077537,-0.303744737,0.463062649,-1.230119089,1.121038162,1.02342095,0.225142069,0.172432704,0.251390234,-0.275107383,-0.980432726,0.701151514,0.343901108,0.018225838,0.210541803,0.750916361,-0.360362666,0.036694573,0.176121682,-0.817190409,-0.024890362,-0.094233001,0.014036109,3.098022287,0
5517,5579,-0.369130343,2.62814888,-2.388331138,1.933809684,0.239914559,-1.796503079,0.059898319,0.616799265,0.974596036,-1.437724023,2.084265019,-2.634434529,1.304325272,-1.509804144,0.509826357,0.558977579,4.367869654,1.23534199,-1.255920897,0.040797509,-0.198155511,-0.214876957,0.319196992,0.168422415,-0.501589284,-0.439442259,0.204746797,-0.01578194,0.001358368,0.205607105,0
168663,119331,2.07230061,0.153552158,-2.010745586,1.027675577,0.977026205,-0.247521988,0.5079801,-0.205685696,0.010694007,0.440198601,-0.200158608,0.6483679,-0.213171671,0.68733882,-1.149334197,-0.237805691,-0.755957632,0.168362339,0.458729315,-0.2776526,0.029017158,0.290826993,-0.154686924,-1.094242407,0.568027285,-0.451497456,-0.025179436,-0.080463991,0.0030793,-4.234754592,0
226389,144612,-1.202017806,0.429728474,0.940948247,-0.671528378,0.709087447,-0.041181189,0.494019499,-0.007011967,0.392955567,-0.279145736,0.777377759,1.427405779,0.804602724,-0.382488795,-1.185177622,-0.092692715,-0.758975246,-0.101213267,0.503666911,-0.382420729,-0.337856084,-0.478858071,0.425624464,0.725153521,-0.742599207,-0.94696923,-0.49589927,-0.38696153,0.001969823,-1.103050524,0
238811,149839,2.025202047,0.175271962,-1.591292794,0.326480962,0.449514039,-0.645479862,0.123951408,-0.131961909,0.124859485,-0.219860156,1.392342444,1.22194732,0.57766311,-0.758886326,-0.587431049,0.418158909,0.231966408,0.046919478,0.287822428,-0.10619631,-0.301791977,-0.73342531,0.349053854,0.686119529,-0.297838131,0.144291148,-0.064892188,-0.01873461,0.002543,1.374128094,0
41763,40821,-0.47735969,1.276848268,0.313754798,0.55437132,0.707177224,0.493445715,0.417852364,0.458619533,-0.819385674,-0.516397967,-1.620543386,-0.083665726,0.83694171,0.505738401,1.280616976,-0.117959307,-0.301278493,0.088619988,0.60516892,-0.05943086,0.143131761,0.38889822,-0.246146652,-1.295251378,-0.094647475,-0.221449345,0.043416144,0.079019612,0.023998266,6.068885224,0
15755,27198,1.259424974,0.33068157,0.30099975,0.698018767,-0.366202382,-1.081250682,0.087838682,-0.194028436,0.026381543,-0.278652086,-0.065956839,0.231532939,0.191765711,-0.284840869,1.096067433,0.46091212,-0.016491871,-0.293870002,-0.193238479,-0.079848276,-0.295625301,-0.816208441,0.127303772,0.349514586,0.216742696,0.089203896,-0.029842515,0.031124084,0.002386194,1.389323041,0
245476,152768,-0.922998823,0.536667684,-0.199616229,-2.077275667,-0.075277369,-0.702551102,-0.048987289,0.156971825,-0.289604245,1.003606214,-1.314746932,-1.1298878,-0.479631967,-0.329419011,-0.408376976,0.942675114,0.138640866,-1.194438783,0.502042796,0.257334656,0.174558795,0.759209307,-0.162713444,0.594292043,-0.599363534,-0.342194552,0.306675701,0.027913004,0.004076972,-1.552569724,0
192979,129944,1.909930947,0.108087549,-0.711628622,3.639706049,0.612165189,1.473117514,-0.485873666,0.428068531,-0.203077879,1.505106113,-1.058901183,-0.541587139,-1.785049845,0.139274692,-2.323765366,0.867701751,-0.846149832,0.468451715,-0.682226453,-0.373653441,0.064559265,0.306401921,0.021885046,-0.25651257,0.134888162,0.173448256,-0.035248145,-0.063218383,0.002382605,-0.701552146,0
34048,37495,-0.627167822,0.55610278,2.351863326,0.630054559,-0.200500395,-0.008021299,0.340005271,-0.014907641,0.184697368,-0.115977017,0.905513774,0.60956824,-0.533480935,-0.314898372,-0.823687714,-0.172844452,-0.447754952,0.620353746,0.17744579,-0.054199175,0.224519882,0.931249709,-0.278862236,0.574736641,-0.135685168,-0.352502905,-0.12954255,-0.068680165,0.019457341,-0.911132473,0
179530,124124,2.024564702,-1.214472833,-0.387264404,-0.375748701,-1.519716312,-0.698774407,-1.017321226,-0.051151592,0.633693916,0.622077296,-1.40156068,-0.541934131,-0.948063877,-0.083802951,0.468528266,-1.388355859,-0.099451104,1.640357609,-0.907569872,-0.597309452,-0.118340079,0.180938983,0.145228874,0.0218685,-0.303742407,0.166940376,0.014673497,-0.018710318,0.075818957,-6.41561043,0
269676,163721,1.870884278,-1.408582251,-2.859084763,-1.430115641,1.740201133,3.307063685,-0.700743481,0.664503217,-0.789890685,0.930616289,-0.160506601,-0.123652682,0.23798022,0.474566443,0.962139876,-1.497433854,-0.33124298,1.025640295,-1.189167933,-0.202660195,-0.042286099,-0.006182782,0.016462796,0.746627373,-0.09312201,0.815308416,-0.079330584,-0.036498151,0.20524065,3.07364516,0
199837,133161,-2.094455793,-0.35118118,-1.211431409,-1.433648641,2.840210069,-0.19800429,1.435849199,0.204774452,-0.822619395,-0.983174151,0.555436375,0.553705525,-0.696232698,1.151998405,-0.951986182,-1.02473626,-0.162390025,-1.087832891,-1.684988364,-0.211627162,0.509631013,1.240302753,-0.76025826,-1.537658062,0.945508531,0.005299196,-0.34973461,-0.310062308,0.100995556,-1.701376827,0
40522,40280,-1.088316998,-4.20813657,-0.312792583,0.951239682,-2.20757907,0.483751743,0.761973924,-0.075876173,0.754201076,-0.762615219,0.734183391,0.94012808,-0.020546667,0.05670318,-0.174068803,0.629794318,-0.381710804,0.489212117,0.258523753,2.363893689,0.633442114,-0.746681754,-1.043553329,0.135176944,-0.313591973,0.877605883,-0.268853111,0.20147035,1.490442927,-0.666835009,0
21679,31809,-1.774344815,1.244070002,2.093098565,1.042266563,-0.790289865,0.561501077,-0.411194964,0.629984571,0.637932513,-0.113808957,-1.026119576,-0.124785777,-1.046362709,-0.270834443,0.195317072,-0.805272005,0.711190869,-0.402439698,0.593273485,-0.25658438,-0.05472607,-0.024475689,-0.099978284,0.056990381,0.104705972,-0.414580114,-1.120173874,-0.484244262,0.001052325,3.158337731,0
116150,74169,1.178208197,-0.142054325,-0.854109277,-0.029169447,1.927089159,3.505782708,-0.579154768,0.887936483,0.045521824,0.004363079,-0.113294951,0.108749066,0.072269406,0.368136167,1.359053365,0.697413937,-1.0743638,0.268615472,-0.020085228,0.08464919,-0.213931925,-0.845983607,0.042370832,0.955342914,0.429788699,-0.611653603,0.035713366,0.048969489,0.062820644,1.64619876,0
97614,66302,-0.879401636,1.15286349,1.277703151,-0.048789543,-0.389830332,-0.759209017,0.268492948,0.5009938,-0.850634626,-0.369550358,1.338961258,0.923066798,0.082320263,0.644691554,0.09674312,0.454941831,-0.397278703,0.101866295,0.217461828,0.060606267,-0.112078411,-0.454960463,0.07210601,0.524233399,-0.213249908,0.039723129,0.131856857,0.058587367,0.015190712,-6.361343665,0
181417,124968,2.012902368,-0.252221108,-1.681195543,0.513011373,0.009916171,-1.35440769,0.430163118,-0.364235174,0.628564454,0.135484798,-1.136733459,-0.54681594,-1.813560269,0.763069944,-0.208507931,-0.546755854,0.079818783,-0.718705272,0.137018677,-0.291321034,-0.015388609,0.004943879,0.087043212,0.008273022,0.080178089,0.571081828,-0.104650922,-0.073401341,0.050147238,0.69669617,0
215396,140058,1.894544351,0.391040329,-0.825230761,3.637761948,0.474400909,0.285039703,0.012835372,0.054545369,-0.934902215,1.677422222,-0.199000092,-0.215635896,-0.918726649,0.524349839,-1.420412419,1.077923761,-1.113182093,0.55467614,-1.186021225,-0.32174423,0.306499363,0.882196668,-0.066768463,-0.497080782,0.225629861,0.254007716,-0.035230337,-0.056563664,0.015105332,2.378765812,0
